airport,date,year,month,dep_flights,dep_cancelled,dep_diverted,dep_delayed15,dep_cancel_rate,dep_delay15_rate,avg_dep_delay,arr_flights,arr_cancelled,arr_diverted,arr_delayed15,arr_cancel_rate,arr_delay15_rate,avg_arr_delay,avg_taxi_out,avg_taxi_in,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min
DCA,2020-04-30,2020,4,121,50,0,2,0.4132,0.0282,-6.44,126,50,0,2,0.3968,0.0263,-17.95,11.51,4.11,0,0,0,0,0
DCA,2021-01-01,2021,1,77,3,0,12,0.039,0.1622,14.07,79,4,0,15,0.0506,0.2,0.56,13.59,3.91,873.0,2.0,373.0,0,139.0
DCA,2021-01-02,2021,1,100,1,0,10,0.01,0.101,16.38,100,0,0,13,0.0,0.13,-3.33,12.9,3.72,1448.0,0,72.0,1.0,438.0
DCA,2021-01-03,2021,1,106,0,0,19,0.0,0.1792,8.44,106,0,0,31,0.0,0.2925,8.35,13.43,3.76,233.0,0,76.0,0,838.0
DCA,2021-01-04,2021,1,99,3,0,11,0.0303,0.1146,1.68,99,3,0,18,0.0303,0.1875,3.78,15.52,3.55,45.0,0,639.0,0,90.0
DCA,2021-01-05,2021,1,78,0,0,4,0.0,0.0513,-4.33,77,0,0,5,0.0,0.0649,-6.64,11.64,3.65,69.0,0,0,0,0
DCA,2021-01-06,2021,1,80,0,1,1,0.0,0.0125,-6.29,81,0,0,3,0.0,0.037,-13.26,12.21,3.8,0,0,0,0,0
DCA,2021-01-07,2021,1,92,0,0,4,0.0,0.0435,-0.26,91,0,0,3,0.0,0.033,-14.25,12.74,3.89,89.0,0,5.0,79.0,16.0
DCA,2021-01-08,2021,1,92,0,0,5,0.0,0.0543,-1.67,92,0,0,9,0.0,0.0978,-9.89,13.04,3.76,19.0,0,96.0,0,77.0
DCA,2021-01-09,2021,1,74,0,0,0,0.0,0.0,-6.15,73,0,0,6,0.0,0.0822,-14.47,11.72,3.79,0,0,0,0,0
DCA,2021-01-10,2021,1,90,3,0,18,0.0333,0.2069,7.28,93,3,1,25,0.0323,0.2778,7.17,17.0,4.36,182.0,0,461.0,0,510.0
DCA,2021-01-11,2021,1,92,0,0,0,0.0,0.0,-7.84,88,0,0,2,0.0,0.0227,-17.65,13.74,3.74,0,0,17.0,0,0
DCA,2021-01-12,2021,1,74,0,0,2,0.0,0.027,-7.11,76,0,0,3,0.0,0.0395,-17.53,12.84,3.54,15.0,0,0,0,0
DCA,2021-01-13,2021,1,77,0,1,10,0.0,0.1299,6.32,78,0,0,11,0.0,0.141,-3.19,15.14,4.0,0,0,693.0,0,250.0
DCA,2021-01-14,2021,1,93,0,0,7,0.0,0.0753,-3.03,92,0,0,6,0.0,0.0652,-15.2,13.65,3.86,66.0,0,19.0,0,90.0
DCA,2021-01-15,2021,1,98,0,0,5,0.0,0.051,-2.27,98,0,0,3,0.0,0.0306,-12.98,15.23,4.49,160.0,0,157.0,0,4.0
DCA,2021-01-16,2021,1,78,0,0,1,0.0,0.0128,-3.96,76,0,0,2,0.0,0.0263,-17.55,12.4,3.97,119.0,0,0,0,0
DCA,2021-01-17,2021,1,89,0,0,3,0.0,0.0337,-5.65,92,0,0,6,0.0,0.0652,-13.5,11.51,4.38,86.0,0,35.0,0,0
DCA,2021-01-18,2021,1,100,1,0,0,0.01,0.0,-6.8,98,1,0,1,0.0102,0.0103,-17.81,12.23,3.92,0,0,21.0,0,0
DCA,2021-01-19,2021,1,94,3,0,4,0.0319,0.044,-5.18,96,3,0,6,0.0312,0.0645,-11.8,12.27,4.16,52.0,0,0,0,122.0
DCA,2021-01-20,2021,1,80,1,0,5,0.0125,0.0633,-3.82,79,1,0,12,0.0127,0.1538,-6.65,13.66,3.82,223.0,0,43.0,0,39.0
DCA,2021-01-21,2021,1,97,0,0,5,0.0,0.0515,-3.73,97,0,0,3,0.0,0.0309,-17.99,12.42,4.32,292.0,0,85.0,0,0
DCA,2021-01-22,2021,1,95,0,0,2,0.0,0.0211,-5.03,96,0,0,3,0.0,0.0312,-20.8,13.47,3.98,57.0,0,0,0,33.0
DCA,2021-01-23,2021,1,81,0,0,2,0.0,0.0247,-6.1,79,0,0,3,0.0,0.038,-19.42,12.64,4.09,98.0,0,77.0,0,0
DCA,2021-01-24,2021,1,95,0,0,5,0.0,0.0526,-4.19,98,0,0,4,0.0,0.0408,-18.18,12.74,3.95,127.0,0,200.0,0,0
DCA,2021-01-25,2021,1,91,0,0,3,0.0,0.033,-5.76,87,2,0,5,0.023,0.0588,-14.52,15.14,3.79,164.0,0,91.0,0,18.0
DCA,2021-01-26,2021,1,74,2,0,7,0.027,0.0972,6.44,76,0,0,9,0.0,0.1184,-11.99,17.85,3.87,596.0,156.0,262.0,0,0
DCA,2021-01-27,2021,1,77,0,0,2,0.0,0.026,-5.32,78,0,0,4,0.0,0.0513,-18.26,11.71,3.56,72.0,0,32.0,0,0
DCA,2021-01-28,2021,1,91,0,0,1,0.0,0.011,-6.62,90,0,0,3,0.0,0.0333,-15.66,11.81,3.66,0,0,0,0,0
DCA,2021-01-29,2021,1,91,0,0,9,0.0,0.0989,1.42,91,1,1,8,0.011,0.0889,-11.0,14.97,3.94,0,0,399.0,0,367.0
DCA,2021-01-30,2021,1,74,1,1,5,0.0135,0.0685,1.53,73,1,0,5,0.0137,0.0694,-15.44,13.34,3.99,15.0,0,226.0,0,195.0
DCA,2021-01-31,2021,1,91,13,0,17,0.1429,0.2179,16.71,95,27,0,16,0.2842,0.2353,4.09,40.64,5.18,467.0,67.0,1712.0,0,208.0
DCA,2022-01-01,2022,1,272,26,3,96,0.0956,0.3902,22.71,277,21,0,71,0.0758,0.2773,17.82,19.25,8.2,2466.0,76.0,1066.0,0,2208.0
DCA,2022-01-02,2022,1,364,24,1,181,0.0659,0.5324,46.48,366,53,0,170,0.1448,0.5431,40.42,20.44,14.08,6747.0,19.0,1712.0,35.0,8303.0
DCA,2022-01-03,2022,1,387,366,0,11,0.9457,0.5238,120.76,388,341,21,13,0.8789,0.2766,46.38,44.43,12.59,123.0,1414.0,424.0,0,920.0
DCA,2022-01-04,2022,1,380,97,0,218,0.2553,0.7703,68.93,384,85,7,214,0.2214,0.7157,66.15,29.19,30.79,6518.0,2677.0,1801.0,40.0,8179.0
DCA,2022-01-05,2022,1,407,94,0,111,0.231,0.3546,19.7,407,101,0,106,0.2482,0.3464,18.04,19.59,12.03,2417.0,519.0,897.0,0,2468.0
DCA,2022-01-06,2022,1,406,55,1,79,0.1355,0.2251,11.0,406,82,1,69,0.202,0.213,4.78,22.31,9.67,1905.0,111.0,1254.0,3.0,2141.0
DCA,2022-01-07,2022,1,406,86,0,96,0.2118,0.3,18.32,406,63,0,108,0.1552,0.3149,14.72,25.3,8.75,2460.0,0,1980.0,0,2774.0
DCA,2022-01-08,2022,1,315,22,0,62,0.0698,0.2116,11.19,314,21,0,63,0.0669,0.215,5.14,17.38,7.58,1200.0,0,183.0,0,1982.0
DCA,2022-01-09,2022,1,384,29,0,86,0.0755,0.2423,13.52,385,25,0,82,0.0649,0.2278,11.63,19.57,10.79,2903.0,0,774.0,4.0,2002.0
DCA,2022-01-10,2022,1,410,13,0,79,0.0317,0.199,9.3,410,17,0,82,0.0415,0.2087,4.36,22.53,8.59,1864.0,0,929.0,31.0,2212.0
DCA,2022-01-11,2022,1,407,3,0,42,0.0074,0.104,-0.33,407,3,0,54,0.0074,0.1337,-3.52,23.49,7.78,646.0,0,622.0,0,515.0
DCA,2022-01-12,2022,1,407,3,0,40,0.0074,0.099,1.01,407,4,0,43,0.0098,0.1067,-4.96,17.56,7.58,748.0,15.0,105.0,0,1016.0
DCA,2022-01-13,2022,1,407,2,0,47,0.0049,0.116,2.92,407,1,0,37,0.0025,0.0911,-4.57,20.4,6.58,975.0,0,195.0,0,980.0
DCA,2022-01-14,2022,1,406,4,0,61,0.0099,0.1517,3.24,406,6,0,72,0.0148,0.18,2.1,19.99,6.07,403.0,0,393.0,0,1102.0
DCA,2022-01-15,2022,1,314,12,0,32,0.0382,0.106,4.66,313,14,0,36,0.0447,0.1204,-1.52,16.5,5.86,1113.0,6.0,184.0,0,793.0
DCA,2022-01-16,2022,1,383,189,3,69,0.4935,0.3557,50.47,384,196,9,74,0.5104,0.3936,35.65,32.0,13.2,1756.0,4569.0,2686.0,0,3189.0
DCA,2022-01-17,2022,1,410,89,0,107,0.2171,0.3333,18.07,410,74,0,110,0.1805,0.3274,14.54,20.71,7.89,2679.0,15.0,617.0,0,2195.0
DCA,2022-01-18,2022,1,407,6,0,51,0.0147,0.1272,4.47,407,11,0,48,0.027,0.1212,-6.22,20.56,6.99,1595.0,0,258.0,0,1090.0
DCA,2022-01-19,2022,1,407,10,1,47,0.0246,0.1184,3.32,407,17,1,50,0.0418,0.1282,-1.19,17.99,7.61,881.0,0,501.0,0,1632.0
DCA,2022-01-20,2022,1,407,47,0,56,0.1155,0.1556,7.2,407,41,0,74,0.1007,0.2022,2.52,20.39,5.94,1071.0,0,807.0,0,2638.0
DCA,2022-01-21,2022,1,406,18,2,49,0.0443,0.1263,4.44,406,17,0,62,0.0419,0.1594,-0.1,22.33,8.72,1093.0,25.0,874.0,0,1470.0
DCA,2022-01-22,2022,1,306,6,0,44,0.0196,0.1467,8.04,305,10,2,47,0.0328,0.1593,-0.12,16.58,5.93,740.0,67.0,204.0,0,2278.0
DCA,2022-01-23,2022,1,384,4,0,76,0.0104,0.2,8.34,385,4,2,94,0.0104,0.2467,4.85,16.83,6.73,1101.0,96.0,429.0,0,1809.0
DCA,2022-01-24,2022,1,410,4,0,57,0.0098,0.1404,6.38,410,4,1,81,0.0098,0.1995,4.64,19.21,7.0,1147.0,0,900.0,16.0,1901.0
DCA,2022-01-25,2022,1,407,2,0,43,0.0049,0.1062,-1.05,407,1,0,36,0.0025,0.0887,-10.4,21.04,6.67,622.0,0,420.0,0,864.0
DCA,2022-01-26,2022,1,407,6,0,29,0.0147,0.0723,-1.88,407,6,1,31,0.0147,0.0773,-9.81,21.54,6.0,624.0,0,425.0,32.0,657.0
DCA,2022-01-27,2022,1,407,8,0,46,0.0197,0.1153,6.79,407,10,0,52,0.0246,0.131,0.06,18.51,6.82,1438.0,0,229.0,0,2367.0
DCA,2022-01-28,2022,1,406,43,1,145,0.1059,0.3994,34.07,406,44,0,154,0.1084,0.4254,36.89,33.82,10.19,5462.0,1371.0,3852.0,0,5628.0
DCA,2022-01-29,2022,1,306,81,0,64,0.2647,0.2844,27.17,305,73,0,50,0.2393,0.2155,23.03,19.21,7.72,1612.0,659.0,197.0,0,3328.0
DCA,2022-01-30,2022,1,385,35,1,88,0.0909,0.2514,24.66,386,46,1,78,0.1192,0.2294,15.33,17.53,8.45,2610.0,181.0,214.0,0,5123.0
DCA,2022-01-31,2022,1,410,8,0,68,0.0195,0.1692,6.88,410,5,0,67,0.0122,0.1654,4.86,21.57,6.82,1359.0,29.0,364.0,16.0,1943.0
DCA,2022-06-01,2022,6,410,10,4,59,0.0244,0.1475,4.41,410,8,0,69,0.0195,0.1716,7.1,21.7,6.14,1366.0,43.0,1563.0,0,841.0
DCA,2022-06-02,2022,6,408,71,2,159,0.174,0.4718,41.02,409,78,3,146,0.1907,0.4411,30.34,27.49,15.04,2810.0,3541.0,3133.0,56.0,6010.0
DCA,2022-06-03,2022,6,404,22,2,111,0.0545,0.2906,14.05,404,20,2,104,0.0495,0.2708,10.12,19.75,6.15,2212.0,194.0,1279.0,0,2111.0
DCA,2022-06-04,2022,6,296,13,0,41,0.0439,0.1449,6.51,295,11,0,34,0.0373,0.1197,-4.46,18.36,5.71,1065.0,10.0,542.0,0,1138.0
DCA,2022-06-05,2022,6,386,5,0,82,0.013,0.2152,9.09,388,5,0,70,0.0129,0.1828,2.54,18.94,6.81,2042.0,0,420.0,13.0,1509.0
DCA,2022-06-06,2022,6,410,5,2,109,0.0122,0.2691,20.18,410,5,0,113,0.0122,0.279,12.87,18.41,9.19,4417.0,31.0,1424.0,18.0,3122.0
DCA,2022-06-07,2022,6,410,5,1,79,0.0122,0.1951,6.27,410,6,1,79,0.0146,0.1955,4.35,18.92,7.35,1529.0,0,647.0,0,1358.0
DCA,2022-06-08,2022,6,410,26,4,102,0.0634,0.2656,22.15,410,27,3,113,0.0659,0.295,15.56,28.07,9.41,4370.0,772.0,4793.0,0,3273.0
DCA,2022-06-09,2022,6,410,16,5,113,0.039,0.2868,22.0,410,15,1,103,0.0366,0.2608,12.0,21.16,7.19,3776.0,0,1337.0,43.0,4370.0
DCA,2022-06-10,2022,6,410,7,0,76,0.0171,0.1886,9.03,410,8,0,80,0.0195,0.199,7.19,20.25,7.11,1658.0,11.0,1061.0,11.0,2304.0
DCA,2022-06-11,2022,6,313,6,2,58,0.0192,0.1889,11.65,312,8,0,57,0.0256,0.1875,0.48,19.0,6.31,1321.0,93.0,697.0,2.0,2101.0
DCA,2022-06-12,2022,6,388,19,2,155,0.049,0.4201,26.08,389,16,1,175,0.0411,0.4692,29.22,24.37,7.8,2766.0,330.0,4010.0,43.0,4403.0
DCA,2022-06-13,2022,6,410,8,2,89,0.0195,0.2214,12.08,410,9,1,100,0.022,0.2494,9.41,21.07,7.6,1801.0,185.0,1352.0,14.0,2191.0
DCA,2022-06-14,2022,6,410,30,0,133,0.0732,0.35,22.48,410,29,0,123,0.0707,0.3228,20.12,23.16,7.34,2639.0,476.0,2637.0,0,4370.0
DCA,2022-06-15,2022,6,410,5,1,110,0.0122,0.2716,15.22,410,6,9,122,0.0146,0.302,12.42,20.09,8.17,2125.0,2.0,602.0,21.0,3280.0
DCA,2022-06-16,2022,6,410,86,2,147,0.2098,0.4537,58.4,410,80,1,160,0.1951,0.4848,64.75,30.17,15.12,4178.0,1589.0,8176.0,18.0,9031.0
DCA,2022-06-17,2022,6,410,55,5,151,0.1341,0.4254,34.87,410,64,1,138,0.1561,0.3988,26.11,20.15,9.06,5577.0,244.0,1940.0,36.0,4818.0
DCA,2022-06-18,2022,6,313,20,2,81,0.0639,0.2765,17.03,312,23,1,65,0.0737,0.2249,7.0,18.37,6.75,3079.0,56.0,685.0,4.0,1302.0
DCA,2022-06-19,2022,6,388,10,1,85,0.0258,0.2249,15.95,389,13,0,78,0.0334,0.2074,4.76,19.52,6.36,2905.0,0,747.0,25.0,2590.0
DCA,2022-06-20,2022,6,410,5,0,81,0.0122,0.2,8.37,410,6,0,79,0.0146,0.1955,4.04,20.12,6.76,1454.0,0,371.0,0,1436.0
DCA,2022-06-21,2022,6,410,3,0,60,0.0073,0.1474,10.18,410,2,0,56,0.0049,0.1373,7.71,18.14,7.68,1551.0,8.0,235.0,0,2652.0
DCA,2022-06-22,2022,6,410,138,1,66,0.3366,0.2426,43.01,410,132,3,73,0.322,0.2626,68.79,25.47,7.69,4998.0,4898.0,1966.0,0,1448.0
DCA,2022-06-23,2022,6,410,58,2,132,0.1415,0.375,27.39,410,64,0,107,0.1561,0.3092,13.78,17.63,7.72,3339.0,0,394.0,0,4989.0
DCA,2022-06-24,2022,6,410,7,2,93,0.0171,0.2308,13.6,410,9,0,88,0.022,0.2195,6.8,19.34,6.68,2086.0,0,603.0,0,3115.0
DCA,2022-06-25,2022,6,313,2,2,68,0.0064,0.2186,9.33,312,3,0,64,0.0096,0.2071,8.89,16.23,6.37,918.0,0,231.0,0,1139.0
DCA,2022-06-26,2022,6,389,23,1,94,0.0591,0.2568,16.0,390,21,1,99,0.0538,0.2683,12.39,20.58,7.78,2814.0,275.0,1556.0,0,2255.0
DCA,2022-06-27,2022,6,410,20,1,125,0.0488,0.3205,24.53,410,22,0,123,0.0537,0.317,20.66,20.09,7.63,3328.0,297.0,2841.0,0,4552.0
DCA,2022-06-28,2022,6,406,11,0,66,0.0271,0.1671,5.53,406,11,0,59,0.0271,0.1494,-2.33,19.1,6.53,1438.0,0,333.0,36.0,1049.0
DCA,2022-06-29,2022,6,407,13,1,62,0.0319,0.1574,5.57,407,10,1,76,0.0246,0.1914,1.68,18.59,7.28,1173.0,0,447.0,0,1360.0
DCA,2022-06-30,2022,6,410,12,1,80,0.0293,0.201,9.95,410,10,0,68,0.0244,0.17,4.73,19.68,7.49,1665.0,137.0,856.0,0,2059.0
DCA,2022-12-01,2022,12,419,1,0,86,0.0024,0.2057,7.3,419,2,0,84,0.0048,0.2014,1.91,22.3,9.03,1412.0,197.0,743.0,0,1956.0
DCA,2022-12-02,2022,12,419,0,0,69,0.0,0.1647,6.11,419,0,0,72,0.0,0.1718,-0.57,19.71,8.68,1509.0,7.0,346.0,0,1565.0
DCA,2022-12-03,2022,12,312,0,0,24,0.0,0.0769,-1.07,312,0,0,37,0.0,0.1186,-7.13,17.58,7.06,205.0,0,381.0,0,523.0
DCA,2022-12-04,2022,12,397,0,1,48,0.0,0.1209,3.13,397,0,0,51,0.0,0.1285,-3.5,19.01,7.09,820.0,0,499.0,0,1385.0
DCA,2022-12-05,2022,12,418,2,1,72,0.0048,0.1731,5.48,418,1,0,126,0.0024,0.3022,7.85,21.92,9.02,809.0,0,538.0,23.0,1844.0
DCA,2022-12-06,2022,12,418,19,1,49,0.0455,0.1228,1.51,418,17,2,75,0.0407,0.187,1.99,23.29,6.86,685.0,130.0,852.0,0,906.0
DCA,2022-12-07,2022,12,418,0,0,58,0.0,0.1388,5.27,418,2,1,65,0.0048,0.1562,0.92,22.86,7.23,1520.0,80.0,1599.0,0,1324.0
DCA,2022-12-08,2022,12,419,2,0,58,0.0048,0.1391,5.7,419,1,0,57,0.0024,0.1364,1.01,20.9,6.72,1176.0,0,664.0,0,2376.0
DCA,2022-12-09,2022,12,419,1,4,45,0.0024,0.1077,3.41,419,1,0,43,0.0024,0.1029,-3.24,19.75,5.8,752.0,0,466.0,19.0,1528.0
DCA,2022-12-10,2022,12,314,0,2,38,0.0,0.121,1.77,314,0,0,29,0.0,0.0924,-3.24,18.96,5.89,644.0,52.0,303.0,0,646.0
DCA,2022-12-11,2022,12,397,0,0,68,0.0,0.1713,5.55,397,1,0,92,0.0025,0.2323,5.7,22.03,6.28,1282.0,107.0,1542.0,0,1419.0
DCA,2022-12-12,2022,12,419,1,0,65,0.0024,0.1555,6.73,419,2,1,91,0.0048,0.2182,10.05,22.81,6.94,1249.0,0,1181.0,0,1976.0
DCA,2022-12-13,2022,12,418,3,0,64,0.0072,0.1542,4.56,418,2,1,70,0.0048,0.1683,1.66,21.23,6.79,645.0,239.0,1007.0,0,2000.0
DCA,2022-12-14,2022,12,418,3,0,44,0.0072,0.106,5.51,416,2,0,54,0.0048,0.1304,1.94,20.57,7.26,1460.0,0,451.0,0,1903.0
DCA,2022-12-15,2022,12,415,3,3,120,0.0072,0.2913,15.32,416,1,1,126,0.0024,0.3036,15.29,24.74,9.31,1492.0,142.0,2043.0,14.0,3463.0
DCA,2022-12-16,2022,12,417,4,2,106,0.0096,0.2567,16.58,417,6,0,112,0.0144,0.2725,17.36,21.85,7.18,1533.0,491.0,2665.0,14.0,3779.0
DCA,2022-12-17,2022,12,308,2,1,57,0.0065,0.1863,8.48,307,1,0,70,0.0033,0.2288,2.64,18.16,6.6,1153.0,38.0,430.0,9.0,1619.0
DCA,2022-12-18,2022,12,393,2,0,64,0.0051,0.1637,8.41,393,1,0,67,0.0025,0.1709,2.62,20.58,7.46,1453.0,98.0,808.0,26.0,2020.0
DCA,2022-12-19,2022,12,414,0,1,64,0.0,0.1546,5.13,415,0,0,76,0.0,0.1831,1.2,24.96,7.38,1479.0,67.0,1524.0,0,1321.0
DCA,2022-12-20,2022,12,415,1,0,65,0.0024,0.157,5.95,415,1,0,69,0.0024,0.1667,-0.53,22.49,7.43,1792.0,0,490.0,19.0,1182.0
DCA,2022-12-21,2022,12,415,1,0,101,0.0024,0.244,10.23,415,1,0,97,0.0024,0.2343,6.31,21.2,7.98,1735.0,105.0,672.0,0,2214.0
DCA,2022-12-22,2022,12,415,32,1,180,0.0771,0.47,34.19,415,23,10,203,0.0554,0.5179,41.66,23.68,9.72,4200.0,312.0,2716.0,24.0,7056.0
DCA,2022-12-23,2022,12,415,123,2,146,0.2964,0.5,47.25,414,127,1,177,0.3068,0.6167,62.86,23.85,10.65,4081.0,1325.0,3033.0,0,7637.0
DCA,2022-12-24,2022,12,230,32,0,86,0.1391,0.4343,39.13,224,39,0,73,0.1741,0.3946,39.53,17.55,7.62,3022.0,65.0,418.0,15.0,3543.0
DCA,2022-12-25,2022,12,237,32,2,72,0.135,0.3512,36.46,241,31,0,73,0.1286,0.3476,27.23,18.63,8.03,3655.0,148.0,237.0,0,2865.0
DCA,2022-12-26,2022,12,360,48,1,119,0.1333,0.3814,32.95,360,46,0,115,0.1278,0.3662,36.94,19.82,8.25,2933.0,68.0,1217.0,0,5633.0
DCA,2022-12-27,2022,12,362,38,2,118,0.105,0.3642,26.91,362,38,0,129,0.105,0.3981,25.36,18.56,8.9,2353.0,17.0,695.0,22.0,4080.0
DCA,2022-12-28,2022,12,310,35,0,57,0.1129,0.2073,10.17,310,35,0,68,0.1129,0.2473,9.51,17.2,6.77,902.0,0,152.0,0,1004.0
DCA,2022-12-29,2022,12,309,33,0,43,0.1068,0.1558,5.38,309,34,0,58,0.11,0.2109,5.26,17.95,7.47,357.0,0,281.0,0,712.0
DCA,2022-12-30,2022,12,309,0,0,39,0.0,0.1262,2.35,308,0,0,53,0.0,0.1721,-0.55,16.81,6.77,373.0,0,227.0,0,607.0
DCA,2022-12-31,2022,12,229,0,0,52,0.0,0.2271,14.66,227,0,5,53,0.0,0.2335,9.75,20.25,6.15,1221.0,483.0,686.0,0,1599.0
DCA,2023-01-01,2023,1,280,1,2,28,0.0036,0.1004,5.3,283,1,0,33,0.0035,0.117,-2.72,15.83,6.59,467.0,777.0,60.0,0,992.0
DCA,2023-01-02,2023,1,361,2,3,76,0.0055,0.2117,14.87,361,3,0,91,0.0083,0.2542,11.7,18.46,8.02,1682.0,74.0,2053.0,0,2136.0
DCA,2023-01-03,2023,1,371,3,2,83,0.0081,0.2255,10.81,372,5,1,107,0.0134,0.2916,10.61,18.36,8.47,1494.0,16.0,601.0,0,2070.0
DCA,2023-01-04,2023,1,319,11,1,57,0.0345,0.1851,8.54,319,10,1,70,0.0313,0.2265,8.31,17.23,6.95,1237.0,0,853.0,0,1232.0
DCA,2023-01-05,2023,1,318,2,0,35,0.0063,0.1108,5.07,318,1,1,46,0.0031,0.1451,-0.03,18.39,6.47,1585.0,18.0,669.0,0,740.0
DCA,2023-01-06,2023,1,318,1,1,32,0.0031,0.1009,0.37,318,0,0,33,0.0,0.1038,-7.71,18.11,5.86,731.0,0,105.0,0,320.0
DCA,2023-01-07,2023,1,279,0,0,26,0.0,0.0932,1.29,281,0,1,28,0.0,0.0996,-7.34,18.06,5.86,483.0,0,162.0,0,767.0
DCA,2023-01-08,2023,1,388,0,0,71,0.0,0.183,8.2,388,0,0,57,0.0,0.1469,-1.24,21.29,6.88,1889.0,158.0,526.0,0,1430.0
DCA,2023-01-09,2023,1,413,3,0,23,0.0073,0.0561,-2.14,415,3,0,45,0.0072,0.1092,-4.93,21.24,6.68,310.0,0,360.0,0,506.0
DCA,2023-01-10,2023,1,411,1,1,33,0.0024,0.0805,-0.01,406,0,0,34,0.0,0.0837,-7.07,20.72,8.04,364.0,0,149.0,18.0,1326.0
DCA,2023-01-11,2023,1,418,84,0,238,0.201,0.7126,88.66,417,83,2,235,0.199,0.7036,89.04,21.21,8.99,5578.0,16.0,8273.0,0,14142.0
DCA,2023-01-12,2023,1,415,2,3,73,0.0048,0.1768,5.77,415,4,1,97,0.0096,0.236,7.66,21.64,8.12,761.0,213.0,1378.0,12.0,1660.0
DCA,2023-01-13,2023,1,417,1,0,90,0.0024,0.2163,13.47,417,0,0,112,0.0,0.2686,9.91,23.33,7.19,2846.0,89.0,939.0,0,2377.0
DCA,2023-01-14,2023,1,305,0,0,30,0.0,0.0984,0.63,304,0,0,39,0.0,0.1283,-2.42,18.95,5.1,526.0,0,106.0,0,321.0
DCA,2023-01-15,2023,1,385,2,0,42,0.0052,0.1097,1.14,385,0,0,58,0.0,0.1506,-0.55,21.98,6.87,707.0,0,902.0,0,740.0
DCA,2023-01-16,2023,1,415,6,0,62,0.0145,0.1516,6.16,417,5,1,89,0.012,0.216,4.86,21.77,8.02,928.0,32.0,883.0,0,2198.0
DCA,2023-01-17,2023,1,418,1,0,33,0.0024,0.0791,-0.48,417,2,2,38,0.0048,0.0916,-6.02,22.0,7.98,1618.0,0,325.0,0,425.0
DCA,2023-01-18,2023,1,417,4,1,30,0.0096,0.0726,-1.38,417,2,1,40,0.0048,0.0964,-8.9,21.07,7.01,690.0,32.0,190.0,0,1113.0
DCA,2023-01-19,2023,1,416,2,0,57,0.0048,0.1377,4.18,416,2,1,56,0.0048,0.1353,-4.22,26.48,8.03,1395.0,745.0,1689.0,0,1080.0
DCA,2023-01-20,2023,1,415,1,0,45,0.0024,0.1087,0.91,415,2,0,63,0.0048,0.1525,-2.6,22.06,6.18,506.0,0,720.0,18.0,1292.0
DCA,2023-01-21,2023,1,305,0,0,23,0.0,0.0754,-1.01,305,0,0,21,0.0,0.0689,-12.93,19.16,5.99,1056.0,0,235.0,0,149.0
DCA,2023-01-22,2023,1,386,2,0,85,0.0052,0.2214,9.48,386,1,0,101,0.0026,0.2623,9.59,19.65,6.99,1176.0,6.0,1016.0,0,3092.0
DCA,2023-01-23,2023,1,415,10,0,85,0.0241,0.2099,9.67,416,9,0,105,0.0216,0.258,10.96,23.85,6.56,1152.0,377.0,1485.0,43.0,2590.0
DCA,2023-01-24,2023,1,417,8,1,41,0.0192,0.1002,-0.18,416,4,0,38,0.0096,0.0922,-4.32,20.12,7.75,836.0,39.0,553.0,0,1011.0
DCA,2023-01-25,2023,1,415,23,0,106,0.0554,0.2704,15.16,415,17,2,139,0.041,0.3492,15.13,21.83,7.77,2176.0,386.0,1579.0,0,3568.0
DCA,2023-01-26,2023,1,416,1,0,60,0.0024,0.1446,3.19,416,4,1,58,0.0096,0.1408,-3.38,21.61,6.67,1241.0,131.0,1084.0,0,1244.0
DCA,2023-01-27,2023,1,416,2,1,53,0.0048,0.128,7.03,416,3,1,60,0.0072,0.1453,-0.65,21.26,7.75,1797.0,0,860.0,0,2350.0
DCA,2023-01-28,2023,1,305,1,1,14,0.0033,0.0461,-3.5,305,2,0,19,0.0066,0.0627,-14.52,16.4,6.3,453.0,0,256.0,0,150.0
DCA,2023-01-29,2023,1,386,3,0,56,0.0078,0.1462,5.32,386,2,1,54,0.0052,0.1406,-0.18,18.78,8.6,1560.0,16.0,782.0,1.0,1774.0
DCA,2023-01-30,2023,1,415,8,2,52,0.0193,0.1278,3.11,416,6,2,59,0.0144,0.1439,-3.35,20.35,7.92,1492.0,0,479.0,0,1267.0
DCA,2023-01-31,2023,1,417,15,1,73,0.036,0.1816,8.95,416,17,0,93,0.0409,0.2331,7.33,22.55,7.27,1957.0,162.0,1622.0,14.0,2397.0
DCA,2023-06-01,2023,6,408,6,0,51,0.0147,0.1269,4.96,406,6,2,53,0.0148,0.1325,4.9,20.84,6.24,1405.0,34.0,384.0,0,1352.0
DCA,2023-06-02,2023,6,408,3,1,49,0.0074,0.121,4.56,408,4,1,53,0.0098,0.1312,0.05,21.56,5.8,956.0,0,1564.0,6.0,879.0
DCA,2023-06-03,2023,6,302,1,2,56,0.0033,0.186,14.73,301,1,0,63,0.0033,0.21,20.91,21.44,6.18,1219.0,100.0,552.0,37.0,3660.0
DCA,2023-06-04,2023,6,381,0,0,66,0.0,0.1732,8.4,383,1,0,73,0.0026,0.1911,6.51,21.14,6.32,1316.0,54.0,732.0,4.0,2292.0
